OBJECTID;USE;HBLOCK;LENGTH;LOWADDR;HIGHADDR;comments;POINT_X;POINT_Y
1969.0;Secondary Arterial;400 E KENT AV NORTH;325.703233;400.0;400.0;No sidewalk both sides;492952.809457;5450551.46615
1970.0;Secondary Arterial;400 E KENT AV NORTH;325.703233;400.0;400.0;No sidewalk both sides;493017.289528;5450559.67106
1972.0;Secondary Arterial;400 E KENT AV NORTH;325.703233;400.0;400.0;No sidewalk both sides;493146.249668;5450576.08088
1973.0;Secondary Arterial;400 E KENT AV NORTH;325.703233;400.0;400.0;No sidewalk both sides;493146.947276;5450576.16965
1974.0;Residential;8000 POPLAR ST;44.314826;8000.0;8000.0;No sidewalks both sides;493204.022512;5451051.72118
1976.0;Residential;7000 LANARK ST;48.65536;7000.0;7000.0;No sidewalks both sides;494457.081771;5451915.91867
1977.0;Residential;7000 LANARK ST;48.65536;7000.0;7000.0;No sidewalks both sides;494456.158674;5451867.27207
1980.0;Residential;7300 PRINCE ALBERT ST;48.40716;7300.0;7300.0;No sidewalk both sides;493604.980475;5451670.69638
1985.0;Residential;4100 KOOTENAY ST;47.001775;4100.0;4100.0;No sidewalk both sides;498088.663827;5454917.81136
1986.0;Residential;4700-4800 BELMONT AV;390.917218;4700.0;4800.0;No sidewalk both sides;484371.446104;5457914.78091
1987.0;Residential;4700-4800 BELMONT AV;390.917218;4700.0;4800.0;No sidewalk both sides;484310.018152;5457931.89669
1992.0;Residential;4700-4800 BELMONT AV;390.917218;4700.0;4800.0;No sidewalk both sides;484025.581232;5458079.33115
1993.0;Residential;4700-4800 BELMONT AV;390.917218;4700.0;4800.0;No sidewalk both sides;484024.680239;5458079.50291
1994.0;Residential;3900 KOOTENAY ST;50.127561;3900.0;3900.0;No sidewalk both sides;498089.059979;5455164.92779
1997.0;Residential;1500 E 19TH AV;7.224645;1500.0;1500.0;No sidewalk both sides;494759.352585;5455632.36842
1998.0;Residential;2800 KAMLOOPS ST;51.870287;2800.0;2800.0;No sidewalks both sides;496016.150247;5456266.90658
2004.0;Residential;4700 MCHARDY ST;60.306795;4700.0;4700.0;No sidewalks both sides;497715.98835;5454461.46019
2005.0;Residential;4700 MCHARDY ST;60.306795;4700.0;4700.0;No sidewalks both sides;497683.68048;5454410.53759
2006.0;Residential;4700 MCHARDY ST;50.133815;4700.0;4700.0;No sidewalks both sides;497683.68048;5454410.53759
2007.0;Residential;4700 MCHARDY ST;50.133815;4700.0;4700.0;No sidewalks both sides;497657.517587;5454367.77192
2012.0;Residential;1200 KAMLOOPS ST;51.073901;1200.0;1200.0;No sidewalks both sides;496024.125191;5457887.32685
2013.0;Residential;1200 KAMLOOPS ST;51.073901;1200.0;1200.0;No sidewalks both sides;496024.063325;5457836.25299
2018.0;Residential;2700 E 44TH AV;153.187555;2700.0;2700.0;No sidewalks both sides;496423.096985;5453064.59505
2022.0;Residential;2600 BOBOLINK AV;119.117962;2600.0;2600.0;No sidewalk both sides;496133.38508;5451275.69783
2023.0;Collector;7600 ELLIOTT ST;48.636411;7600.0;7600.0;No sidewalk both sides;496038.45351;5451347.6498
2024.0;Collector;7600 ELLIOTT ST;48.636411;7600.0;7600.0;No sidewalk both sides;496021.288386;5451302.14311
2029.0;Residential;4400 W 1ST AV;221.205478;4400.0;4400.0;No sidewalk both sides;484902.355971;5457726.43301
2032.0;Residential;1100 W 55TH AV;42.296447;1100.0;1100.0;No sidewalk both sides;490343.874997;5451969.9978
2035.0;Residential;3000-3200 CELTIC AV;5.027495;3000.0;3200.0;No sidewalk on both sides;487381.234749;5451580.20763
2042.0;Residential;3800 KOOTENAY ST;51.622908;3800.0;3800.0;No sidewalk both sides;498090.312047;5455320.95384
2043.0;Residential;3800 KOOTENAY ST;51.622908;3800.0;3800.0;No sidewalk both sides;498090.170036;5455269.33113
2045.0;Residential;0 ONTARIO PLACE;95.981749;0.0;0.0;No sidewalks both sides;492419.765394;5453317.23118
2049.0;Residential;1900 W 50TH AV;52.720401;1900.0;1900.0;No sidewalk both sides;488959.299546;5452568.44133
2057.0;Residential;7000-7200 MARGUERITE ST;210.292313;7000.0;7200.0;No sidewalk both sides;489427.205424;5452119.8192
2058.0;Residential;7000-7200 MARGUERITE ST;210.292313;7000.0;7200.0;No sidewalk both sides;489425.41641;5452054.84382
2068.0;Residential;6500 TISDALL ST;51.785717;6500.0;6500.0;Prioritizing first block as there will be higher traffic circulation.;491200.089942;5452617.44702
2070.0;Residential;6500 TISDALL ST;49.673939;6500.0;6500.0;Prioritizing first block as there will be higher traffic circulation.;491198.886736;5452565.67528
2074.0;Residential;500 W 64TH AV;173.595132;500.0;500.0;2016 List.  Frontage;491420.530031;5451066.08751
2078.0;Residential;400-700 INDUSTRIAL AV;375.46647;400.0;700.0;No sidewalk both sides- sidewalk on small section north west;493173.453749;5457382.5903
2081.0;Residential;400-700 INDUSTRIAL AV;375.46647;400.0;700.0;No sidewalk both sides- sidewalk on small section north west;493362.224645;5457333.69706
2082.0;Residential;400-700 INDUSTRIAL AV;375.46647;400.0;700.0;No sidewalk both sides- sidewalk on small section north west;493425.148277;5457317.39931
2088.0;Residential;1000-1100 W 46TH AV;216.823397;1000.0;1100.0;;490411.345124;5452968.52909
2089.0;Residential;1000-1100 W 46TH AV;216.823397;1000.0;1100.0;;490389.554539;5452969.72538
2090.0;Residential;7800 INVERNESS ST;56.568791;7800.0;7800.0;;494164.195218;5451225.09011
2093.0;Residential;6300 COLLINGWOOD ST;88.762611;0.0;0.0;No sidewalks both sides- add later;486742.92445;5452901.80801
2097.0;Residential;800 W KENT AV SOUTH;217.008603;800.0;800.0;;490836.989755;5450139.19809
2105.0;Residential;400 W 62ND AV;61.857744;400.0;400.0;only North side on east has sidewalk;491482.326756;5451264.93064
2106.0;Residential;400 E 64TH AV;35.179586;400.0;400.0;sidewalk on South side. Eastren section- No sidewalk both sides;493056.975133;5451038.39681
2110.0;Residential;1200 E 67TH AV;100.561615;1200.0;1200.0;;494018.370703;5450751.04223
2112.0;Residential;1200 E 67TH AV;100.561615;1200.0;1200.0;;494118.92293;5450749.66819
2113.0;Secondary Arterial;1300-1500 E KENT AV NORTH;174.283006;1300.0;1500.0;no sidewalk- both sides bike lane only;494118.220658;5450700.24564
2117.0;Secondary Arterial;1300-1500 E KENT AV NORTH;225.751813;1300.0;1500.0;no sidewalk- both sides bike lane only;494291.097829;5450722.33749
2118.0;Secondary Arterial;1300-1500 E KENT AV NORTH;225.751813;1300.0;1500.0;no sidewalk- both sides bike lane only;494355.574989;5450730.56524
2120.0;Secondary Arterial;1300-1500 E KENT AV NORTH;225.751813;1300.0;1500.0;no sidewalk- both sides bike lane only;494484.52931;5450747.02073
2123.0;Secondary Arterial;1600 E KENT AV NORTH;203.64589;1600.0;1600.0;no sidewalk- both sides bike lane only;494675.568073;5450739.24083
2125.0;Secondary Arterial;1600 E KENT AV NORTH;203.64589;1600.0;1600.0;no sidewalk- both sides bike lane only;494796.917125;5450693.21959
2128.0;Secondary Arterial;1500 E KENT AV NORTH;96.870338;1500.0;1500.0;no sidewalk- both sides bike lane only;494579.927823;5450752.89323
2129.0;Secondary Arterial;1500 E KENT AV NORTH;96.870338;1500.0;1500.0;no sidewalk- both sides bike lane only;494611.75443;5450751.22425
2135.0;Residential;5700 RHODES ST;133.530396;5700.0;5700.0;No sidewalks both sides except small section north west side;496349.512676;5453222.05696
2136.0;Residential;5700 RHODES ST;133.530396;5700.0;5700.0;No sidewalks both sides except small section north west side;496350.180731;5453157.06039
2138.0;Residential;2600 E 27TH AV;43.556908;2600.0;2600.0;No Sidewalk both sides. There is a path accesible;496212.220059;5454835.26406
2140.0;Residential;2800 E 19TH AV;143.166949;2800.0;2800.0;2016 List;496575.374072;5455604.17751
2146.0;Residential;2600 E 17TH AV;59.176563;2600.0;2600.0;no sidewalk both sides- north side park;496144.299258;5455746.96323
2147.0;Residential;2600 E 17TH AV;59.176563;2600.0;2600.0;no sidewalk both sides- north side park;496203.40969;5455747.75959
2150.0;Residential;2600 E 17TH AV;146.798271;2600.0;2600.0;no sidewalk both sides- north side park;496203.40969;5455747.75959
2152.0;Residential;2600 E 17TH AV;146.798271;2600.0;2600.0;no sidewalk both sides- north side park;496333.406689;5455746.8762
2153.0;Residential;2600 E 17TH AV;146.798271;2600.0;2600.0;no sidewalk both sides- north side park;496350.204572;5455746.76205
2155.0;Residential;2900 SEMLIN DRIVE;50.19346;2900.0;2900.0;No sidewalk both sides- end in park trail entrance;495340.353431;5456156.93662
2160.0;Residential;1800 KASLO ST;50.909687;1800.0;1800.0;gravel on east side;496583.414274;5457256.13228
2162.0;Residential;3600 FELLOWES ST;58.336295;3600.0;3600.0;No sidewalk both sides city edge no houses;498132.815904;5459835.78546
2163.0;Residential;3600 FELLOWES ST;58.336295;3600.0;3600.0;No sidewalk both sides city edge no houses;498173.88066;5459876.39057
2164.0;Residential;3600 FELLOWES ST;129.934952;3600.0;3600.0;No sidewalk both sides city edge no houses;498173.88066;5459876.39057
2167.0;Residential;200 SOUTHERN ST;139.653743;200.0;200.0;No sidewalks both sides . More like p.lot;492734.450885;5457578.64483
2171.0;Residential;1600 WESTERN ST;55.054151;0.0;0.0;;492734.450885;5457578.64483
2177.0;Arterial;1800-1900 SW MARINE DRIVE;425.273715;1800.0;1900.0;no sidewalk both sides - bike lane?!;489102.73002;5450854.56051
2179.0;Arterial;1800-1900 SW MARINE DRIVE;425.273715;1800.0;1900.0;no sidewalk both sides - bike lane?!;489031.322089;5450963.19249
2180.0;Arterial;1800-1900 SW MARINE DRIVE;425.273715;1800.0;1900.0;no sidewalk both sides - bike lane?!;488995.618123;5451017.50848
2185.0;Arterial;2000 SW MARINE DRIVE;65.179267;2000.0;2000.0;no sidewalk both sides - bike lane?!;488755.110596;5451383.43852
2186.0;Arterial;2000 SW MARINE DRIVE;172.487678;2000.0;2000.0;no sidewalk both sides - bike lane?!;488940.538596;5451101.30027
2187.0;Arterial;2000 SW MARINE DRIVE;172.487678;2000.0;2000.0;no sidewalk both sides - bike lane?!;488904.849564;5451155.62608
2189.0;Arterial;2000 SW MARINE DRIVE;172.487678;2000.0;2000.0;no sidewalk both sides - bike lane?!;488845.832163;5451245.4623
2190.0;Arterial;2000 SW MARINE DRIVE;99.950498;2000.0;2000.0;no sidewalk both sides - bike lane?!;488845.832163;5451245.4623
2192.0;Arterial;2000 SW MARINE DRIVE;99.950498;2000.0;2000.0;no sidewalk both sides - bike lane?!;488790.920806;5451328.97784
2194.0;Arterial;2100 SW MARINE DRIVE;307.505076;2100.0;2100.0;no sidewalk both sides - bike lane?!;488700.58968;5451466.0741
2201.0;Arterial;2100 SW MARINE DRIVE;239.411725;2100.0;2100.0;no sidewalk both sides - bike lane?!;488567.392508;5451668.7246
2203.0;Arterial;2100 SW MARINE DRIVE;239.411725;2100.0;2100.0;no sidewalk both sides - bike lane?!;488495.992775;5451777.36197
2205.0;Arterial;2100 SW MARINE DRIVE;239.411725;2100.0;2100.0;no sidewalk both sides - bike lane?!;488455.35318;5451877.96138
2207.0;Arterial;2200 SW MARINE DRIVE;257.864494;2200.0;2200.0;no sidewalk both sides - bike lane?!;488452.078596;5451942.69644
2208.0;Arterial;2200 SW MARINE DRIVE;257.864494;2200.0;2200.0;no sidewalk both sides - bike lane?!;488454.019444;5452007.66746
2210.0;Arterial;2200 SW MARINE DRIVE;257.864494;2200.0;2200.0;no sidewalk both sides - bike lane?!;488437.255722;5452131.52092
2212.0;Arterial;2200-2300 SW MARINE DRIVE;228.341438;2200.0;2300.0;no sidewalk both sides - bike lane?!;488386.849233;5452171.80769
2213.0;Arterial;2200-2300 SW MARINE DRIVE;228.341438;2200.0;2300.0;no sidewalk both sides - bike lane?!;488327.554078;5452196.12203
2214.0;Arterial;2200-2300 SW MARINE DRIVE;228.341438;2200.0;2300.0;no sidewalk both sides - bike lane?!;488262.957256;5452194.39541
2217.0;Arterial;2400-2500 SW MARINE DRIVE;225.273149;2400.0;2500.0;no sidewalk both sides - bike lane?!;488176.944873;5452240.87684
2221.0;Arterial;2600-2700 SW MARINE DRIVE;234.831565;2600.0;2700.0;no sidewalk both sides - bike lane?!;488079.599931;5452366.49859
2224.0;Arterial;2600-2700 SW MARINE DRIVE;234.831565;2600.0;2700.0;no sidewalk both sides - bike lane?!;487933.59251;5452494.89985
2226.0;Arterial;2600-2700 SW MARINE DRIVE;171.631346;2600.0;2700.0;no sidewalk both sides - bike lane?!;487898.146885;5452512.90504
2231.0;Arterial;2800 SW MARINE DRIVE;181.317765;0.0;0.0;No sidewalks both sides- one small section south side w. sidewalk in front of property;487687.516252;5452609.89414
2233.0;Arterial;2800 SW MARINE DRIVE;181.317765;0.0;0.0;No sidewalks both sides- one small section south side w. sidewalk in front of property;487597.496609;5452683.55747
2236.0;Residential;2900 W 49TH AV;107.126363;2900.0;2900.0;No sidewalks both sides- east section- both sides w. sidewalk;487413.54694;5452746.20675
2237.0;Residential;4400 W 2ND AV;221.128709;4400.0;4400.0;;484905.931775;5457638.88504
2239.0;Residential;4400 W 2ND AV;221.128709;4400.0;4400.0;;484808.966286;5457641.49028
2241.0;Residential;3500 E 43RD AV;50.505878;3500.0;3500.0;partial sidewalk on north side;498074.659324;5453113.54976
2242.0;Residential;3500 E 43RD AV;50.219724;3500.0;3500.0;partial sidewalk on north side;497973.937339;5453114.40324
2247.0;Residential;6600 QUEBEC ST;52.669356;6600.0;6600.0;No sidewalks both sides street like lane;492437.552003;5452341.62415
2249.0;Residential;6500 QUEBEC ST;52.619497;6500.0;6500.0;No sidewalks both sides street like lane;492439.999502;5452446.97135
2255.0;Residential;6500 QUEBEC ST;52.622367;6500.0;6500.0;No sidewalks both sides street like lane;492441.207295;5452499.57698
2256.0;Residential;6700 QUEBEC ST;49.997364;6700.0;6700.0;No sidewalks both sides street like lane;492436.253241;5452291.38153
2257.0;Residential;6700 QUEBEC ST;49.997364;6700.0;6700.0;No sidewalks both sides street like lane;492434.921478;5452241.40191
2258.0;Residential;5400 QUEBEC ST;49.822848;5400.0;5400.0;No sidewalks both sides street like lane;492457.647988;5453687.80853
2261.0;Residential;5300 QUEBEC ST;50.531075;5300.0;5300.0;No sidewalks both sides street like lane;492459.048728;5453738.51612
2265.0;Residential;5400 QUEBEC ST;50.72693;5400.0;5400.0;No sidewalks both sides street like lane;492457.647988;5453687.80853
2269.0;Residential;1700 W 51ST AV;52.025215;1700.0;1700.0;;489273.270948;5452466.33887
2270.0;Residential;1700 W 51ST AV;52.025215;1700.0;1700.0;;489221.257621;5452467.45098
2272.0;Residential;1400 E 51ST AV;50.268451;1400.0;1400.0;No sidewalks both sides 1/2 block south side has sidewalk;494417.145967;5452292.07626
2273.0;Residential;1400 E 51ST AV;50.255213;1400.0;1400.0;No sidewalks both sides 1/2 block south side has sidewalk;494417.145967;5452292.07626
2275.0;Residential;1300 E 51ST AV;50.359006;1300.0;1300.0;No sidewalks both sides 1/2 block has north side sidewalk;494316.536825;5452293.99403
2277.0;Residential;1300 E 51ST AV;50.341584;1300.0;1300.0;No sidewalks both sides 1/2 block has north side sidewalk;494266.206075;5452295.03838
2278.0;Residential;1300 E 51ST AV;50.341584;1300.0;1300.0;No sidewalks both sides 1/2 block has north side sidewalk;494316.536825;5452293.99403
2282.0;Residential;6200 KIRKLAND ST;130.993957;0.0;0.0;No sidewalk both sides;498199.511008;5452682.41996
2286.0;Residential;3600 BERING AV;28.440156;3600.0;3600.0;;498123.817012;5452045.47165
2288.0;Residential;1100-1200 W 47TH AV;217.80642;0.0;0.0;No sidewalk both sides;490322.168953;5452872.23223
2289.0;Residential;1100-1200 W 47TH AV;217.80642;0.0;0.0;No sidewalk both sides;490257.267754;5452875.81473
2291.0;Residential;1100-1200 W 47TH AV;217.80642;0.0;0.0;No sidewalk both sides;490169.5948;5452880.65423
2293.0;Residential;1100-1200 W 48TH AV;224.762271;1100.0;1200.0;sidewalk on south side;490326.678043;5452770.88321
1.0;Residential;1000-1200 W 77TH AV;43.845559;1000.0;1200.0;No sidewalk both sides;490184.707392;5449804.47576
5.0;Residential;1200 W 75TH AV;129.344146;1200.0;1200.0;No sidewalk both sides;490211.31793;5449937.45899
6.0;Residential;500 W 50TH AV;65.754028;500.0;500.0;No sidewalk both sides;491515.305631;5452497.41046
13.0;Residential;6700 TISDALL ST;101.606032;6700.0;6700.0;No sidewalks both sides;491194.017092;5452351.70273
19.0;Residential;6600-6800 NEAL ST;181.552059;6600.0;6800.0;No sidewalks both sides;491094.258739;5452342.16304
20.0;Residential;6600-6800 NEAL ST;181.552059;6600.0;6800.0;No sidewalks both sides;491093.043076;5452290.62531
21.0;Residential;2900 W 47TH AV;46.468741;2900.0;2900.0;No sidewalks both sides;487551.559013;5452965.87444
22.0;Residential;2900 W 47TH AV;46.468741;2900.0;2900.0;No sidewalks both sides;487505.093667;5452966.43614
27.0;Residential;8400 WILTSHIRE ST;49.674467;8400.0;8400.0;No sidewalk both sides;489341.823968;5450880.05332
29.0;Residential;8400 WILTSHIRE ST;67.778297;8400.0;8400.0;No sidewalk both sides;489340.601243;5450830.39391
36.0;Collector;6900-7000 MACDONALD ST;221.493112;6900.0;7000.0;No sidewalk both sides;487744.254572;5452167.81909
39.0;Residential;3000-3100 W 57TH AV;219.130166;3000.0;3100.0;No sidewalk both sides;487392.592269;5451861.03829
51.0;Residential;7100-7200 CARNARVON ST;221.871787;7100.0;7200.0;No sidewalk both sides;487397.843018;5452082.84794
56.0;Residential;1000 W 50TH AV;53.999833;1000.0;1000.0;No sidewalk both sides;490654.856094;5452552.43251
57.0;Residential;1000 W 50TH AV;53.999833;1000.0;1000.0;No sidewalk both sides;490600.871206;5452553.70287
66.0;Residential;1400 W 52ND AV;83.134991;1400.0;1400.0;No sidewalk on both sides;489918.516414;5452372.91408
74.0;Residential;6300 WILLOW ST;43.127998;6300.0;6300.0;No sidewalks both sides;491038.540517;5452782.80633
76.0;Residential;6300 WILLOW ST;50.328877;6300.0;6300.0;No sidewalks both sides;491037.31139;5452732.49246
78.0;Residential;5800-5900 ARLINGTON ST;128.623588;5800.0;5900.0;No sidewalk both sides;497974.779884;5453049.4087
80.0;Residential;3200 W 53RD AV;45.236642;3200.0;3200.0;No sidewalk on both sides;487068.26849;5452310.3946
81.0;Residential;3200 W 53RD AV;45.236642;3200.0;3200.0;No sidewalk on both sides;487023.040705;5452311.28973
82.0;Collector;6900-7000 BLENHEIM ST;221.401817;6900.0;7000.0;No sidewalk both sides;486972.827816;5452312.28291
84.0;Collector;6900-7000 BLENHEIM ST;221.401817;6900.0;7000.0;No sidewalk both sides;486970.158708;5452182.31031
85.0;Collector;6900-7000 BLENHEIM ST;221.401817;6900.0;7000.0;No sidewalk both sides;486968.824155;5452117.32401
87.0;Residential;3300-3400 W 53RD AV;226.279806;3300.0;3400.0;No sidewalks both sides;486972.827816;5452312.28291
88.0;Residential;3300-3400 W 53RD AV;226.279806;3300.0;3400.0;No sidewalks both sides;486907.840267;5452313.55514
89.0;Residential;3300-3400 W 53RD AV;226.279806;3300.0;3400.0;No sidewalks both sides;486842.852719;5452314.82737
92.0;Residential;2500-2700 LILLOOET ST;218.792209;2500.0;2700.0;No sidewalks both sides;497241.676098;5456571.73091
94.0;Residential;2500-2700 LILLOOET ST;218.792209;2500.0;2700.0;No sidewalks both sides;497241.931003;5456441.73116
95.0;Residential;2500-2700 LILLOOET ST;218.792209;2500.0;2700.0;No sidewalks both sides;497242.058455;5456376.73129
96.0;Residential;2500-2700 LILLOOET ST;218.792209;2500.0;2700.0;No sidewalks both sides;497242.105107;5456352.93912
98.0;Residential;3600 WINDERMERE ST;46.620025;3600.0;3600.0;No sidewalk both sides;497340.953276;5455413.56227
100.0;Residential;6500-6700 CHURCHILL ST;59.43645;6500.0;6700.0;No sidewalks both sides;489682.330097;5452639.84
104.0;Residential;6900-7000 BALACLAVA ST;221.347573;6900.0;7000.0;No sidewalk both sides;487182.587376;5452308.28341
110.0;Residential;3600-3800 W 50TH AV;406.103712;3600.0;3800.0;No sidewalks both sides;486428.287941;5452652.44078
115.0;Residential;3600-3800 W 50TH AV;406.103712;3600.0;3800.0;No sidewalks both sides;486103.314368;5452656.58531
118.0;Residential;1200 W 52ND AV;79.523029;1200.0;1200.0;No sidewalks both sides;490171.228947;5452366.93794
119.0;Residential;1200 W 52ND AV;79.523029;1200.0;1200.0;No sidewalks both sides;490156.709976;5452367.28127
123.0;Residential;1100 W 52ND AV;50.476019;1100.0;1100.0;No sidewalk on both sides;490387.941557;5452361.8584
126.0;Residential;1100 W 50TH AV;101.018569;1100.0;1100.0;No sidewalk both sides;490291.727111;5452560.99485
129.0;Residential;1300 W 51ST AV;173.023218;1300.0;1300.0;No sidewalks both sides;490159.242648;5452465.6466
130.0;Residential;1300 W 51ST AV;173.023218;1300.0;1300.0;No sidewalks both sides;490094.260616;5452467.1748
132.0;Residential;1300 W 51ST AV;173.023218;1300.0;1300.0;No sidewalks both sides;489986.267257;5452469.7145
134.0;Residential;6500 MONTGOMERY ST;54.881035;6500.0;6500.0;No sidewalks both sides;490393.93522;5452608.77602
137.0;Residential;6700 MARINE CRESCENT;126.788684;6700.0;6700.0;No sidewalk both sides;488070.043436;5452491.3692
138.0;Residential;6700 MARINE CRESCENT;126.788684;6700.0;6700.0;No sidewalk both sides;488068.198643;5452426.39539
139.0;Residential;6700 MARINE CRESCENT;126.788684;6700.0;6700.0;No sidewalk both sides;488079.599931;5452366.49859
143.0;Residential;6600 SELKIRK ST;48.749566;6600.0;6600.0;No sidewalks both sides;490290.437222;5452511.34707
149.0;Residential;9000-9200 OAK ST;165.669914;9000.0;9200.0;No sidewalks both sides;490493.314274;5449832.67848
152.0;Residential;6600 SOPHIA ST;52.798951;6600.0;6600.0;no sidewalk on both sides;492745.611403;5452331.47725
155.0;Collector;7300 ELLIOTT ST;49.248218;7300.0;7300.0;No sidewalk both sides;496072.641509;5451643.14403
157.0;Collector;7300 ELLIOTT ST;54.956924;7300.0;7300.0;No sidewalk both sides;496044.540931;5451690.28309
158.0;Collector;7300 ELLIOTT ST;54.956924;7300.0;7300.0;No sidewalk both sides;496072.641509;5451643.14403
159.0;Residential;1700 LORNE ST;43.288537;1700.0;1700.0;No sidewalk both sides;492810.352345;5457388.73299
173.0;Secondary Arterial;500-600 E KENT AV NORTH;60.912744;500.0;600.0;No sidewalk both sides;493146.947276;5450576.16965
180.0;Residential;8200-8400 PRINCE EDWARD ST;363.585201;8200.0;8400.0;No sidewalk both sides;492825.016275;5450573.62388
181.0;Residential;8200-8400 PRINCE EDWARD ST;363.585201;8200.0;8400.0;No sidewalk both sides;492823.849317;5450535.05633
182.0;Residential;2800 SEMLIN DRIVE;50.360084;2800.0;2800.0;No sidewalks both sides;495341.700507;5456257.48113
183.0;Residential;2800 SEMLIN DRIVE;50.360084;2800.0;2800.0;No sidewalks both sides;495341.043442;5456207.12533
185.0;Residential;1500 NOOTKA ST;51.996481;1500.0;1500.0;No sidewalk both sides;496984.006759;5457570.04013
188.0;Residential;6800 MCKINNON ST;36.062192;6800.0;6800.0;No sidewalks both sides;497160.878995;5452090.17024
194.0;Residential;2300 NOOTKA ST;50.342969;2300.0;2300.0;No sidewalk both sides;496976.838283;5456788.09713
196.0;Residential;4900 MCHARDY ST;55.315031;4900.0;4900.0;No sidewalks both sides;497598.94177;5454273.90357
197.0;Residential;4900 MCHARDY ST;55.315031;4900.0;4900.0;No sidewalks both sides;497569.582818;5454227.02283
198.0;Residential;5000 RUBY ST;57.30988;5000.0;5000.0;No sidewalk both sides;498055.564837;5454055.28764
206.0;Residential;8600 LOGAN ST;174.96214;8600.0;8600.0;No sidewalks both sides;490896.573887;5450629.52336
208.0;Residential;8600 LOGAN ST;174.96214;8600.0;8600.0;No sidewalks both sides;490893.368051;5450499.5629
212.0;Residential;8800-8900 SHAUGHNESSY ST;174.890826;8800.0;8900.0;No sidewalks both sides;490675.859212;5450162.15353
215.0;Residential;1000 W 74TH AV;121.906007;1000.0;1000.0;No sidewalk both sides;490446.662127;5450112.3197
216.0;Residential;1000 W 74TH AV;121.906007;1000.0;1000.0;No sidewalk both sides;490398.695386;5450081.70131
226.0;Residential;4600 TRAFALGAR ST;16.400897;4600.0;4600.0;No sidewalks both sides;487953.045089;5454667.91775
228.0;Residential;4600 PICTON ST;47.41836;4600.0;4600.0;No sidewalks both sides;497029.930022;5454440.98981
232.0;Residential;1600 E 62ND AV;92.944253;1600.0;1600.0;No sidewalk both sides;494672.300163;5451219.62612
236.0;Residential;300 W 64TH AV;56.478208;300.0;300.0;No sidewalks both sides;491787.397139;5451093.15908
237.0;Residential;300 W 64TH AV;56.478208;300.0;300.0;No sidewalks both sides;491738.337744;5451120.35043
238.0;Residential;6600 MCKINNON ST;12.116778;6600.0;6600.0;No sidewalks both sides;497167.776811;5452289.78369
240.0;Residential;6500 MCKINNON ST;9.225611;6500.0;6500.0;No sidewalks both sides;497171.326902;5452389.45555
242.0;Collector;7600 ELLIOTT ST;18.759987;7600.0;7600.0;No sidewalk both sides;496021.288386;5451302.14311
247.0;Collector;7900-8000 ELLIOTT ST;6.05167;7900.0;8000.0;No sidewalk both sides;495967.214466;5450824.54796
250.0;Residential;6300 MCKINNON ST;41.580907;6300.0;6300.0;No sidewalks both sides;497178.825025;5452605.26699
252.0;Residential;4500 MANOR ST;47.761446;4500.0;4500.0;No sidewalks both sides;497310.971208;5454644.80101
253.0;Residential;4500 MANOR ST;47.761446;4500.0;4500.0;No sidewalks both sides;497285.770261;5454604.22925
254.0;Residential;4500 PICTON ST;110.809425;4500.0;4500.0;No sidewalks both sides;497115.083676;5454577.14976
255.0;Residential;4500 PICTON ST;110.809425;4500.0;4500.0;No sidewalks both sides;497080.527053;5454522.09669
256.0;Residential;4500 PICTON ST;110.809425;4500.0;4500.0;No sidewalks both sides;497056.172915;5454483.29748
263.0;Residential;1100 W 39TH AV;157.230115;1100.0;1100.0;No sidewalks both sides;490513.995036;5453686.47027
264.0;Residential;1100 W 39TH AV;157.230115;1100.0;1100.0;No sidewalks both sides;490449.090272;5453689.9876
267.0;Residential;2300 GALT ST;44.494962;2300.0;2300.0;No sidewalks both sides;495745.590268;5454483.15948
271.0;Residential;2100 W 54TH AV;48.996393;2100.0;2100.0;No sidewalks both sides;488544.337243;5452141.63622
275.0;Residential;7800 COLUMBIA ST;30.403916;7800.0;7800.0;No sidewalks both sides;491790.650503;5451210.95099
278.0;Residential;3000 W 22ND AV;37.889721;3000.0;3000.0;No sidewalks both sides;487380.401476;5455575.40982
279.0;Residential;2100 KASLO ST;55.296988;2100.0;2100.0;No sidewalks both sides;496580.804204;5456996.24853
280.0;Residential;2100 KASLO ST;55.296988;2100.0;2100.0;No sidewalks both sides;496580.136166;5456940.95557
281.0;Residential;2600 KAMLOOPS ST;52.093286;2600.0;2600.0;No sidewalks both sides;496016.25653;5456475.11179
283.0;Residential;2600 KAMLOOPS ST;52.184054;2600.0;2600.0;No sidewalks both sides;496016.136569;5456319.09064
294.0;Residential;1800 KAMLOOPS ST;50.238982;1800.0;1800.0;No sidewalks both sides;496021.280297;5457304.18434
298.0;Residential;7800 COLUMBIA ST;25.323595;7800.0;7800.0;No sidewalks both sides;491792.532154;5451283.46793
300.0;Residential;7200 LAUREL ST;120.29558;7200.0;7200.0;No sidewalks both sides;490816.143144;5451948.59704
302.0;Residential;7200 LAUREL ST;120.29558;7200.0;7200.0;No sidewalks both sides;490813.365985;5451828.33352
305.0;Residential;7300 HUDSON ST;61.985191;7300.0;7300.0;No sidewalk both sides;490241.154556;5451840.43026
307.0;Residential;6000 GLADSTONE ST;53.962285;6000.0;6000.0;No sidewalk both sides;495464.686628;5452761.75402
